"driver_race","stop_date","stop_purpose","daily_num_stops","month","day","day_index","day_of_week","fri_sat","post_policy","dangerous_days","race","day_counter","dangerous_days2","date2","stop_purpose2"
"White","2005-05-30","Radar Triggered",294,"5",30,150,"Monday","Another day",0,"Other day","White",149,NA,2005-05-30,"Radar Triggered"
"White","2005-05-30","Violation Observed",670,"5",30,150,"Monday","Another day",0,"Other day","White",149,NA,2005-05-30,"Violation Observed"
"White","2005-05-31","Radar Triggered",166,"5",31,151,"Tuesday","Another day",0,"Other day","White",150,NA,2005-05-31,"Radar Triggered"
"White","2005-05-31","Violation Observed",326,"5",31,151,"Tuesday","Another day",0,"Other day","White",150,NA,2005-05-31,"Violation Observed"
"White","2005-06-01","Radar Triggered",83,"6",1,152,"Wednesday","Another day",0,"Other day","White",151,NA,2005-06-01,"Radar Triggered"
"White","2005-06-01","Violation Observed",289,"6",1,152,"Wednesday","Another day",0,"Other day","White",151,NA,2005-06-01,"Violation Observed"
"White","2005-06-02","Radar Triggered",115,"6",2,153,"Thursday","Another day",0,"Other day","White",152,NA,2005-06-02,"Radar Triggered"
"White","2005-06-02","Violation Observed",260,"6",2,153,"Thursday","Another day",0,"Other day","White",152,NA,2005-06-02,"Violation Observed"
"White","2005-06-03","Radar Triggered",239,"6",3,154,"Friday","Friday or Saturday",0,"Other day","White",153,NA,2005-06-03,"Radar Triggered"
"White","2005-06-03","Violation Observed",574,"6",3,154,"Friday","Friday or Saturday",0,"Other day","White",153,NA,2005-06-03,"Violation Observed"
"White","2005-06-04","Radar Triggered",273,"6",4,155,"Saturday","Friday or Saturday",0,"Other day","White",154,NA,2005-06-04,"Radar Triggered"
"White","2005-06-04","Violation Observed",638,"6",4,155,"Saturday","Friday or Saturday",0,"Other day","White",154,NA,2005-06-04,"Violation Observed"
"White","2005-06-05","Radar Triggered",288,"6",5,156,"Sunday","Another day",0,"Other day","White",155,NA,2005-06-05,"Radar Triggered"
"White","2005-06-05","Violation Observed",475,"6",5,156,"Sunday","Another day",0,"Other day","White",155,NA,2005-06-05,"Violation Observed"
"White","2005-06-06","Radar Triggered",289,"6",6,157,"Monday","Another day",0,"Other day","White",156,NA,2005-06-06,"Radar Triggered"
"White","2005-06-06","Violation Observed",381,"6",6,157,"Monday","Another day",0,"Other day","White",156,NA,2005-06-06,"Violation Observed"
"White","2005-06-07","Radar Triggered",240,"6",7,158,"Tuesday","Another day",0,"Other day","White",157,NA,2005-06-07,"Radar Triggered"
"White","2005-06-07","Violation Observed",439,"6",7,158,"Tuesday","Another day",0,"Other day","White",157,NA,2005-06-07,"Violation Observed"
"White","2005-06-08","Radar Triggered",277,"6",8,159,"Wednesday","Another day",0,"Other day","White",158,NA,2005-06-08,"Radar Triggered"
"White","2005-06-08","Violation Observed",476,"6",8,159,"Wednesday","Another day",0,"Other day","White",158,NA,2005-06-08,"Violation Observed"
"White","2005-06-09","Radar Triggered",283,"6",9,160,"Thursday","Another day",0,"Other day","White",159,NA,2005-06-09,"Radar Triggered"
"White","2005-06-09","Violation Observed",432,"6",9,160,"Thursday","Another day",0,"Other day","White",159,NA,2005-06-09,"Violation Observed"
"White","2005-06-10","Radar Triggered",365,"6",10,161,"Friday","Friday or Saturday",0,"Other day","White",160,NA,2005-06-10,"Radar Triggered"
"White","2005-06-10","Violation Observed",576,"6",10,161,"Friday","Friday or Saturday",0,"Other day","White",160,NA,2005-06-10,"Violation Observed"
"White","2005-06-11","Radar Triggered",311,"6",11,162,"Saturday","Friday or Saturday",0,"Other day","White",161,NA,2005-06-11,"Radar Triggered"
"White","2005-06-11","Violation Observed",597,"6",11,162,"Saturday","Friday or Saturday",0,"Other day","White",161,NA,2005-06-11,"Violation Observed"
"White","2005-06-12","Radar Triggered",250,"6",12,163,"Sunday","Another day",0,"Other day","White",162,NA,2005-06-12,"Radar Triggered"
"White","2005-06-12","Violation Observed",357,"6",12,163,"Sunday","Another day",0,"Other day","White",162,NA,2005-06-12,"Violation Observed"
"White","2005-06-13","Radar Triggered",344,"6",13,164,"Monday","Another day",0,"Other day","White",163,NA,2005-06-13,"Radar Triggered"
"White","2005-06-13","Violation Observed",424,"6",13,164,"Monday","Another day",0,"Other day","White",163,NA,2005-06-13,"Violation Observed"
"White","2005-06-14","Radar Triggered",303,"6",14,165,"Tuesday","Another day",0,"Other day","White",164,NA,2005-06-14,"Radar Triggered"
"White","2005-06-14","Violation Observed",499,"6",14,165,"Tuesday","Another day",0,"Other day","White",164,NA,2005-06-14,"Violation Observed"
"White","2005-06-15","Radar Triggered",209,"6",15,166,"Wednesday","Another day",0,"Other day","White",165,NA,2005-06-15,"Radar Triggered"
"White","2005-06-15","Violation Observed",426,"6",15,166,"Wednesday","Another day",0,"Other day","White",165,NA,2005-06-15,"Violation Observed"
"White","2005-06-16","Radar Triggered",230,"6",16,167,"Thursday","Another day",0,"Other day","White",166,NA,2005-06-16,"Radar Triggered"
"White","2005-06-16","Violation Observed",416,"6",16,167,"Thursday","Another day",0,"Other day","White",166,NA,2005-06-16,"Violation Observed"
"White","2005-06-17","Radar Triggered",325,"6",17,168,"Friday","Friday or Saturday",0,"Other day","White",167,NA,2005-06-17,"Radar Triggered"
"White","2005-06-17","Violation Observed",663,"6",17,168,"Friday","Friday or Saturday",0,"Other day","White",167,NA,2005-06-17,"Violation Observed"
"White","2005-06-18","Radar Triggered",373,"6",18,169,"Saturday","Friday or Saturday",0,"Other day","White",168,NA,2005-06-18,"Radar Triggered"
"White","2005-06-18","Violation Observed",632,"6",18,169,"Saturday","Friday or Saturday",0,"Other day","White",168,NA,2005-06-18,"Violation Observed"
"White","2005-06-19","Radar Triggered",283,"6",19,170,"Sunday","Another day",0,"Other day","White",169,NA,2005-06-19,"Radar Triggered"
"White","2005-06-19","Violation Observed",388,"6",19,170,"Sunday","Another day",0,"Other day","White",169,NA,2005-06-19,"Violation Observed"
"White","2005-06-20","Radar Triggered",308,"6",20,171,"Monday","Another day",0,"Other day","White",170,NA,2005-06-20,"Radar Triggered"
"White","2005-06-20","Violation Observed",528,"6",20,171,"Monday","Another day",0,"Other day","White",170,NA,2005-06-20,"Violation Observed"
"White","2005-06-21","Radar Triggered",283,"6",21,172,"Tuesday","Another day",0,"Other day","White",171,NA,2005-06-21,"Radar Triggered"
"White","2005-06-21","Violation Observed",456,"6",21,172,"Tuesday","Another day",0,"Other day","White",171,NA,2005-06-21,"Violation Observed"
"White","2005-06-22","Radar Triggered",408,"6",22,173,"Wednesday","Another day",0,"Other day","White",172,NA,2005-06-22,"Radar Triggered"
"White","2005-06-22","Violation Observed",551,"6",22,173,"Wednesday","Another day",0,"Other day","White",172,NA,2005-06-22,"Violation Observed"
"White","2005-06-23","Radar Triggered",347,"6",23,174,"Thursday","Another day",0,"Other day","White",173,NA,2005-06-23,"Radar Triggered"
"White","2005-06-23","Violation Observed",483,"6",23,174,"Thursday","Another day",0,"Other day","White",173,NA,2005-06-23,"Violation Observed"
"White","2005-06-24","Radar Triggered",415,"6",24,175,"Friday","Friday or Saturday",0,"Other day","White",174,NA,2005-06-24,"Radar Triggered"
"White","2005-06-24","Violation Observed",594,"6",24,175,"Friday","Friday or Saturday",0,"Other day","White",174,NA,2005-06-24,"Violation Observed"
"White","2005-06-25","Radar Triggered",292,"6",25,176,"Saturday","Friday or Saturday",0,"Other day","White",175,NA,2005-06-25,"Radar Triggered"
"White","2005-06-25","Violation Observed",484,"6",25,176,"Saturday","Friday or Saturday",0,"Other day","White",175,NA,2005-06-25,"Violation Observed"
"White","2005-06-26","Radar Triggered",216,"6",26,177,"Sunday","Another day",0,"Other day","White",176,NA,2005-06-26,"Radar Triggered"
"White","2005-06-26","Violation Observed",319,"6",26,177,"Sunday","Another day",0,"Other day","White",176,NA,2005-06-26,"Violation Observed"
"White","2005-06-27","Radar Triggered",316,"6",27,178,"Monday","Another day",0,"Other day","White",177,NA,2005-06-27,"Radar Triggered"
"White","2005-06-27","Violation Observed",448,"6",27,178,"Monday","Another day",0,"Other day","White",177,NA,2005-06-27,"Violation Observed"
"White","2005-06-28","Radar Triggered",166,"6",28,179,"Tuesday","Another day",0,"Other day","White",178,NA,2005-06-28,"Radar Triggered"
"White","2005-06-28","Violation Observed",363,"6",28,179,"Tuesday","Another day",0,"Other day","White",178,NA,2005-06-28,"Violation Observed"
"White","2005-06-29","Radar Triggered",240,"6",29,180,"Wednesday","Another day",0,"Other day","White",179,NA,2005-06-29,"Radar Triggered"
"White","2005-06-29","Violation Observed",424,"6",29,180,"Wednesday","Another day",0,"Other day","White",179,NA,2005-06-29,"Violation Observed"
"White","2005-06-30","Radar Triggered",199,"6",30,181,"Thursday","Another day",0,"Other day","White",180,NA,2005-06-30,"Radar Triggered"
"White","2005-06-30","Violation Observed",385,"6",30,181,"Thursday","Another day",0,"Other day","White",180,NA,2005-06-30,"Violation Observed"
"White","2005-07-01","Radar Triggered",557,"7",1,182,"Friday","Friday or Saturday",0,"Other day","White",181,NA,2005-07-01,"Radar Triggered"
"White","2005-07-01","Violation Observed",1081,"7",1,182,"Friday","Friday or Saturday",0,"Other day","White",181,NA,2005-07-01,"Violation Observed"
"White","2005-07-02","Radar Triggered",731,"7",2,183,"Saturday","Friday or Saturday",0,"Other day","White",182,NA,2005-07-02,"Radar Triggered"
"White","2005-07-02","Violation Observed",1255,"7",2,183,"Saturday","Friday or Saturday",0,"Other day","White",182,NA,2005-07-02,"Violation Observed"
"White","2005-07-03","Radar Triggered",567,"7",3,184,"Sunday","Another day",0,"Other day","White",183,NA,2005-07-03,"Radar Triggered"
"White","2005-07-03","Violation Observed",682,"7",3,184,"Sunday","Another day",0,"Other day","White",183,NA,2005-07-03,"Violation Observed"
"White","2005-07-04","Radar Triggered",579,"7",4,185,"Monday","Another day",0,"Independence day","White",184,"Independence day",2005-07-04,"Radar Triggered"
"White","2005-07-04","Violation Observed",935,"7",4,185,"Monday","Another day",0,"Independence day","White",184,"Independence day",2005-07-04,"Violation Observed"
"White","2005-07-05","Radar Triggered",277,"7",5,186,"Tuesday","Another day",0,"Other day","White",185,NA,2005-07-05,"Radar Triggered"
"White","2005-07-05","Violation Observed",418,"7",5,186,"Tuesday","Another day",0,"Other day","White",185,NA,2005-07-05,"Violation Observed"
"White","2005-07-06","Radar Triggered",334,"7",6,187,"Wednesday","Another day",0,"Other day","White",186,NA,2005-07-06,"Radar Triggered"
"White","2005-07-06","Violation Observed",454,"7",6,187,"Wednesday","Another day",0,"Other day","White",186,NA,2005-07-06,"Violation Observed"
"White","2005-07-07","Radar Triggered",315,"7",7,188,"Thursday","Another day",0,"Other day","White",187,NA,2005-07-07,"Radar Triggered"
"White","2005-07-07","Violation Observed",428,"7",7,188,"Thursday","Another day",0,"Other day","White",187,NA,2005-07-07,"Violation Observed"
"White","2005-07-08","Radar Triggered",348,"7",8,189,"Friday","Friday or Saturday",0,"Other day","White",188,NA,2005-07-08,"Radar Triggered"
"White","2005-07-08","Violation Observed",702,"7",8,189,"Friday","Friday or Saturday",0,"Other day","White",188,NA,2005-07-08,"Violation Observed"
"White","2005-07-09","Radar Triggered",335,"7",9,190,"Saturday","Friday or Saturday",0,"Other day","White",189,NA,2005-07-09,"Radar Triggered"
"White","2005-07-09","Violation Observed",664,"7",9,190,"Saturday","Friday or Saturday",0,"Other day","White",189,NA,2005-07-09,"Violation Observed"
"White","2005-07-10","Radar Triggered",259,"7",10,191,"Sunday","Another day",0,"Other day","White",190,NA,2005-07-10,"Radar Triggered"
"White","2005-07-10","Violation Observed",463,"7",10,191,"Sunday","Another day",0,"Other day","White",190,NA,2005-07-10,"Violation Observed"
"White","2005-07-11","Radar Triggered",350,"7",11,192,"Monday","Another day",0,"Other day","White",191,NA,2005-07-11,"Radar Triggered"
"White","2005-07-11","Violation Observed",600,"7",11,192,"Monday","Another day",0,"Other day","White",191,NA,2005-07-11,"Violation Observed"
"White","2005-07-12","Radar Triggered",307,"7",12,193,"Tuesday","Another day",0,"Other day","White",192,NA,2005-07-12,"Radar Triggered"
"White","2005-07-12","Violation Observed",449,"7",12,193,"Tuesday","Another day",0,"Other day","White",192,NA,2005-07-12,"Violation Observed"
"White","2005-07-13","Radar Triggered",263,"7",13,194,"Wednesday","Another day",0,"Other day","White",193,NA,2005-07-13,"Radar Triggered"
"White","2005-07-13","Violation Observed",485,"7",13,194,"Wednesday","Another day",0,"Other day","White",193,NA,2005-07-13,"Violation Observed"
"White","2005-07-14","Radar Triggered",271,"7",14,195,"Thursday","Another day",0,"Other day","White",194,NA,2005-07-14,"Radar Triggered"
"White","2005-07-14","Violation Observed",539,"7",14,195,"Thursday","Another day",0,"Other day","White",194,NA,2005-07-14,"Violation Observed"
"White","2005-07-15","Radar Triggered",298,"7",15,196,"Friday","Friday or Saturday",0,"Other day","White",195,NA,2005-07-15,"Radar Triggered"
"White","2005-07-15","Violation Observed",513,"7",15,196,"Friday","Friday or Saturday",0,"Other day","White",195,NA,2005-07-15,"Violation Observed"
"White","2005-07-16","Radar Triggered",302,"7",16,197,"Saturday","Friday or Saturday",0,"Other day","White",196,NA,2005-07-16,"Radar Triggered"
"White","2005-07-16","Violation Observed",563,"7",16,197,"Saturday","Friday or Saturday",0,"Other day","White",196,NA,2005-07-16,"Violation Observed"
"White","2005-07-17","Radar Triggered",226,"7",17,198,"Sunday","Another day",0,"Other day","White",197,NA,2005-07-17,"Radar Triggered"
"White","2005-07-17","Violation Observed",412,"7",17,198,"Sunday","Another day",0,"Other day","White",197,NA,2005-07-17,"Violation Observed"
"White","2005-07-18","Radar Triggered",269,"7",18,199,"Monday","Another day",0,"Other day","White",198,NA,2005-07-18,"Radar Triggered"
"White","2005-07-18","Violation Observed",462,"7",18,199,"Monday","Another day",0,"Other day","White",198,NA,2005-07-18,"Violation Observed"
"White","2005-07-19","Radar Triggered",267,"7",19,200,"Tuesday","Another day",0,"Other day","White",199,NA,2005-07-19,"Radar Triggered"
"White","2005-07-19","Violation Observed",423,"7",19,200,"Tuesday","Another day",0,"Other day","White",199,NA,2005-07-19,"Violation Observed"
"White","2005-07-20","Radar Triggered",332,"7",20,201,"Wednesday","Another day",0,"Other day","White",200,NA,2005-07-20,"Radar Triggered"
"White","2005-07-20","Violation Observed",425,"7",20,201,"Wednesday","Another day",0,"Other day","White",200,NA,2005-07-20,"Violation Observed"
"White","2005-07-21","Radar Triggered",285,"7",21,202,"Thursday","Another day",0,"Other day","White",201,NA,2005-07-21,"Radar Triggered"
"White","2005-07-21","Violation Observed",397,"7",21,202,"Thursday","Another day",0,"Other day","White",201,NA,2005-07-21,"Violation Observed"
"White","2005-07-22","Radar Triggered",310,"7",22,203,"Friday","Friday or Saturday",0,"Other day","White",202,NA,2005-07-22,"Radar Triggered"
"White","2005-07-22","Violation Observed",618,"7",22,203,"Friday","Friday or Saturday",0,"Other day","White",202,NA,2005-07-22,"Violation Observed"
"White","2005-07-23","Radar Triggered",314,"7",23,204,"Saturday","Friday or Saturday",0,"Other day","White",203,NA,2005-07-23,"Radar Triggered"
"White","2005-07-23","Violation Observed",630,"7",23,204,"Saturday","Friday or Saturday",0,"Other day","White",203,NA,2005-07-23,"Violation Observed"
"White","2005-07-24","Radar Triggered",229,"7",24,205,"Sunday","Another day",0,"Other day","White",204,NA,2005-07-24,"Radar Triggered"
"White","2005-07-24","Violation Observed",401,"7",24,205,"Sunday","Another day",0,"Other day","White",204,NA,2005-07-24,"Violation Observed"
"White","2005-07-25","Radar Triggered",304,"7",25,206,"Monday","Another day",0,"Other day","White",205,NA,2005-07-25,"Radar Triggered"
"White","2005-07-25","Violation Observed",507,"7",25,206,"Monday","Another day",0,"Other day","White",205,NA,2005-07-25,"Violation Observed"
"White","2005-07-26","Radar Triggered",304,"7",26,207,"Tuesday","Another day",0,"Other day","White",206,NA,2005-07-26,"Radar Triggered"
"White","2005-07-26","Violation Observed",343,"7",26,207,"Tuesday","Another day",0,"Other day","White",206,NA,2005-07-26,"Violation Observed"
"White","2005-07-27","Radar Triggered",298,"7",27,208,"Wednesday","Another day",0,"Other day","White",207,NA,2005-07-27,"Radar Triggered"
"White","2005-07-27","Violation Observed",466,"7",27,208,"Wednesday","Another day",0,"Other day","White",207,NA,2005-07-27,"Violation Observed"
"White","2005-07-28","Radar Triggered",213,"7",28,209,"Thursday","Another day",0,"Other day","White",208,NA,2005-07-28,"Radar Triggered"
"White","2005-07-28","Violation Observed",384,"7",28,209,"Thursday","Another day",0,"Other day","White",208,NA,2005-07-28,"Violation Observed"
"White","2005-07-29","Radar Triggered",281,"7",29,210,"Friday","Friday or Saturday",0,"Other day","White",209,NA,2005-07-29,"Radar Triggered"
"White","2005-07-29","Violation Observed",497,"7",29,210,"Friday","Friday or Saturday",0,"Other day","White",209,NA,2005-07-29,"Violation Observed"
"White","2005-07-30","Radar Triggered",289,"7",30,211,"Saturday","Friday or Saturday",0,"Other day","White",210,NA,2005-07-30,"Radar Triggered"
"White","2005-07-30","Violation Observed",519,"7",30,211,"Saturday","Friday or Saturday",0,"Other day","White",210,NA,2005-07-30,"Violation Observed"
"White","2005-07-31","Radar Triggered",114,"7",31,212,"Sunday","Another day",0,"Other day","White",211,NA,2005-07-31,"Radar Triggered"
"White","2005-07-31","Violation Observed",229,"7",31,212,"Sunday","Another day",0,"Other day","White",211,NA,2005-07-31,"Violation Observed"
"White","2005-08-01","Radar Triggered",297,"8",1,213,"Monday","Another day",0,"Other day","White",212,NA,2005-08-01,"Radar Triggered"
"White","2005-08-01","Violation Observed",440,"8",1,213,"Monday","Another day",0,"Other day","White",212,NA,2005-08-01,"Violation Observed"
"White","2005-08-02","Radar Triggered",260,"8",2,214,"Tuesday","Another day",0,"Other day","White",213,NA,2005-08-02,"Radar Triggered"
"White","2005-08-02","Violation Observed",449,"8",2,214,"Tuesday","Another day",0,"Other day","White",213,NA,2005-08-02,"Violation Observed"
"White","2005-08-03","Radar Triggered",231,"8",3,215,"Wednesday","Another day",0,"Other day","White",214,NA,2005-08-03,"Radar Triggered"
"White","2005-08-03","Violation Observed",464,"8",3,215,"Wednesday","Another day",0,"Other day","White",214,NA,2005-08-03,"Violation Observed"
"White","2005-08-04","Radar Triggered",291,"8",4,216,"Thursday","Another day",0,"Other day","White",215,NA,2005-08-04,"Radar Triggered"
"White","2005-08-04","Violation Observed",440,"8",4,216,"Thursday","Another day",0,"Other day","White",215,NA,2005-08-04,"Violation Observed"
"White","2005-08-05","Radar Triggered",329,"8",5,217,"Friday","Friday or Saturday",0,"Other day","White",216,NA,2005-08-05,"Radar Triggered"
"White","2005-08-05","Violation Observed",483,"8",5,217,"Friday","Friday or Saturday",0,"Other day","White",216,NA,2005-08-05,"Violation Observed"
"White","2005-08-06","Radar Triggered",338,"8",6,218,"Saturday","Friday or Saturday",0,"Other day","White",217,NA,2005-08-06,"Radar Triggered"
"White","2005-08-06","Violation Observed",458,"8",6,218,"Saturday","Friday or Saturday",0,"Other day","White",217,NA,2005-08-06,"Violation Observed"
"White","2005-08-07","Radar Triggered",242,"8",7,219,"Sunday","Another day",0,"Other day","White",218,NA,2005-08-07,"Radar Triggered"
"White","2005-08-07","Violation Observed",351,"8",7,219,"Sunday","Another day",0,"Other day","White",218,NA,2005-08-07,"Violation Observed"
"White","2005-08-08","Radar Triggered",161,"8",8,220,"Monday","Another day",0,"Other day","White",219,NA,2005-08-08,"Radar Triggered"
"White","2005-08-08","Violation Observed",350,"8",8,220,"Monday","Another day",0,"Other day","White",219,NA,2005-08-08,"Violation Observed"
"White","2005-08-09","Radar Triggered",222,"8",9,221,"Tuesday","Another day",0,"Other day","White",220,NA,2005-08-09,"Radar Triggered"
"White","2005-08-09","Violation Observed",424,"8",9,221,"Tuesday","Another day",0,"Other day","White",220,NA,2005-08-09,"Violation Observed"
"White","2005-08-10","Radar Triggered",299,"8",10,222,"Wednesday","Another day",0,"Other day","White",221,NA,2005-08-10,"Radar Triggered"
"White","2005-08-10","Violation Observed",410,"8",10,222,"Wednesday","Another day",0,"Other day","White",221,NA,2005-08-10,"Violation Observed"
"White","2005-08-11","Radar Triggered",314,"8",11,223,"Thursday","Another day",0,"Other day","White",222,NA,2005-08-11,"Radar Triggered"
"White","2005-08-11","Violation Observed",465,"8",11,223,"Thursday","Another day",0,"Other day","White",222,NA,2005-08-11,"Violation Observed"
"White","2005-08-12","Radar Triggered",332,"8",12,224,"Friday","Friday or Saturday",0,"Other day","White",223,NA,2005-08-12,"Radar Triggered"
"White","2005-08-12","Violation Observed",655,"8",12,224,"Friday","Friday or Saturday",0,"Other day","White",223,NA,2005-08-12,"Violation Observed"
"White","2005-08-13","Radar Triggered",408,"8",13,225,"Saturday","Friday or Saturday",0,"Other day","White",224,NA,2005-08-13,"Radar Triggered"
"White","2005-08-13","Violation Observed",571,"8",13,225,"Saturday","Friday or Saturday",0,"Other day","White",224,NA,2005-08-13,"Violation Observed"
"White","2005-08-14","Radar Triggered",354,"8",14,226,"Sunday","Another day",0,"Other day","White",225,NA,2005-08-14,"Radar Triggered"
"White","2005-08-14","Violation Observed",387,"8",14,226,"Sunday","Another day",0,"Other day","White",225,NA,2005-08-14,"Violation Observed"
"White","2005-08-15","Radar Triggered",281,"8",15,227,"Monday","Another day",0,"Other day","White",226,NA,2005-08-15,"Radar Triggered"
"White","2005-08-15","Violation Observed",545,"8",15,227,"Monday","Another day",0,"Other day","White",226,NA,2005-08-15,"Violation Observed"
"White","2005-08-16","Radar Triggered",241,"8",16,228,"Tuesday","Another day",0,"Other day","White",227,NA,2005-08-16,"Radar Triggered"
"White","2005-08-16","Violation Observed",491,"8",16,228,"Tuesday","Another day",0,"Other day","White",227,NA,2005-08-16,"Violation Observed"
"White","2005-08-17","Radar Triggered",186,"8",17,229,"Wednesday","Another day",0,"Other day","White",228,NA,2005-08-17,"Radar Triggered"
"White","2005-08-17","Violation Observed",419,"8",17,229,"Wednesday","Another day",0,"Other day","White",228,NA,2005-08-17,"Violation Observed"
"White","2005-08-18","Radar Triggered",244,"8",18,230,"Thursday","Another day",0,"Other day","White",229,NA,2005-08-18,"Radar Triggered"
"White","2005-08-18","Violation Observed",434,"8",18,230,"Thursday","Another day",0,"Other day","White",229,NA,2005-08-18,"Violation Observed"
"White","2005-08-19","Radar Triggered",314,"8",19,231,"Friday","Friday or Saturday",0,"Other day","White",230,NA,2005-08-19,"Radar Triggered"
"White","2005-08-19","Violation Observed",583,"8",19,231,"Friday","Friday or Saturday",0,"Other day","White",230,NA,2005-08-19,"Violation Observed"
"White","2005-08-20","Radar Triggered",276,"8",20,232,"Saturday","Friday or Saturday",0,"Other day","White",231,NA,2005-08-20,"Radar Triggered"
"White","2005-08-20","Violation Observed",525,"8",20,232,"Saturday","Friday or Saturday",0,"Other day","White",231,NA,2005-08-20,"Violation Observed"
"White","2005-08-21","Radar Triggered",258,"8",21,233,"Sunday","Another day",0,"Other day","White",232,NA,2005-08-21,"Radar Triggered"
"White","2005-08-21","Violation Observed",326,"8",21,233,"Sunday","Another day",0,"Other day","White",232,NA,2005-08-21,"Violation Observed"
"White","2005-08-22","Radar Triggered",240,"8",22,234,"Monday","Another day",0,"Other day","White",233,NA,2005-08-22,"Radar Triggered"
"White","2005-08-22","Violation Observed",424,"8",22,234,"Monday","Another day",0,"Other day","White",233,NA,2005-08-22,"Violation Observed"
"White","2005-08-23","Radar Triggered",180,"8",23,235,"Tuesday","Another day",0,"Other day","White",234,NA,2005-08-23,"Radar Triggered"
"White","2005-08-23","Violation Observed",351,"8",23,235,"Tuesday","Another day",0,"Other day","White",234,NA,2005-08-23,"Violation Observed"
"White","2005-08-24","Radar Triggered",227,"8",24,236,"Wednesday","Another day",0,"Other day","White",235,NA,2005-08-24,"Radar Triggered"
"White","2005-08-24","Violation Observed",516,"8",24,236,"Wednesday","Another day",0,"Other day","White",235,NA,2005-08-24,"Violation Observed"
"White","2005-08-25","Radar Triggered",198,"8",25,237,"Thursday","Another day",0,"Other day","White",236,NA,2005-08-25,"Radar Triggered"
"White","2005-08-25","Violation Observed",397,"8",25,237,"Thursday","Another day",0,"Other day","White",236,NA,2005-08-25,"Violation Observed"
"White","2005-08-26","Radar Triggered",276,"8",26,238,"Friday","Friday or Saturday",0,"Other day","White",237,NA,2005-08-26,"Radar Triggered"
"White","2005-08-26","Violation Observed",576,"8",26,238,"Friday","Friday or Saturday",0,"Other day","White",237,NA,2005-08-26,"Violation Observed"
"White","2005-08-27","Radar Triggered",335,"8",27,239,"Saturday","Friday or Saturday",0,"Other day","White",238,NA,2005-08-27,"Radar Triggered"
"White","2005-08-27","Violation Observed",491,"8",27,239,"Saturday","Friday or Saturday",0,"Other day","White",238,NA,2005-08-27,"Violation Observed"
"White","2005-08-28","Radar Triggered",277,"8",28,240,"Sunday","Another day",0,"Other day","White",239,NA,2005-08-28,"Radar Triggered"
"White","2005-08-28","Violation Observed",328,"8",28,240,"Sunday","Another day",0,"Other day","White",239,NA,2005-08-28,"Violation Observed"
"White","2005-08-29","Radar Triggered",225,"8",29,241,"Monday","Another day",0,"Other day","White",240,NA,2005-08-29,"Radar Triggered"
"White","2005-08-29","Violation Observed",431,"8",29,241,"Monday","Another day",0,"Other day","White",240,NA,2005-08-29,"Violation Observed"
"White","2005-08-30","Radar Triggered",230,"8",30,242,"Tuesday","Another day",0,"Other day","White",241,NA,2005-08-30,"Radar Triggered"
"White","2005-08-30","Violation Observed",392,"8",30,242,"Tuesday","Another day",0,"Other day","White",241,NA,2005-08-30,"Violation Observed"
"White","2005-08-31","Radar Triggered",150,"8",31,243,"Wednesday","Another day",0,"Other day","White",242,NA,2005-08-31,"Radar Triggered"
"White","2005-08-31","Violation Observed",387,"8",31,243,"Wednesday","Another day",0,"Other day","White",242,NA,2005-08-31,"Violation Observed"
"White","2005-09-01","Radar Triggered",164,"9",1,244,"Thursday","Another day",0,"Other day","White",243,NA,2005-09-01,"Radar Triggered"
"White","2005-09-01","Violation Observed",384,"9",1,244,"Thursday","Another day",0,"Other day","White",243,NA,2005-09-01,"Violation Observed"
"White","2005-09-02","Radar Triggered",479,"9",2,245,"Friday","Friday or Saturday",0,"Labor Day weekend","White",244,"Labor Day weekend",2005-09-02,"Radar Triggered"
"White","2005-09-02","Violation Observed",963,"9",2,245,"Friday","Friday or Saturday",0,"Labor Day weekend","White",244,"Labor Day weekend",2005-09-02,"Violation Observed"
"White","2005-09-03","Radar Triggered",409,"9",3,246,"Saturday","Friday or Saturday",0,"Labor Day weekend","White",245,"Labor Day weekend",2005-09-03,"Radar Triggered"
"White","2005-09-03","Violation Observed",709,"9",3,246,"Saturday","Friday or Saturday",0,"Labor Day weekend","White",245,"Labor Day weekend",2005-09-03,"Violation Observed"
"White","2005-09-04","Radar Triggered",367,"9",4,247,"Sunday","Another day",0,"Labor Day weekend","White",246,"Labor Day weekend",2005-09-04,"Radar Triggered"
"White","2005-09-04","Violation Observed",611,"9",4,247,"Sunday","Another day",0,"Labor Day weekend","White",246,"Labor Day weekend",2005-09-04,"Violation Observed"
"White","2005-09-05","Radar Triggered",578,"9",5,248,"Monday","Another day",0,"Labor Day weekend","White",247,"Labor Day weekend",2005-09-05,"Radar Triggered"
"White","2005-09-05","Violation Observed",997,"9",5,248,"Monday","Another day",0,"Labor Day weekend","White",247,"Labor Day weekend",2005-09-05,"Violation Observed"
"White","2005-09-06","Radar Triggered",227,"9",6,249,"Tuesday","Another day",0,"Other day","White",248,NA,2005-09-06,"Radar Triggered"
"White","2005-09-06","Violation Observed",438,"9",6,249,"Tuesday","Another day",0,"Other day","White",248,NA,2005-09-06,"Violation Observed"
"White","2005-09-07","Radar Triggered",256,"9",7,250,"Wednesday","Another day",0,"Other day","White",249,NA,2005-09-07,"Radar Triggered"
