"driver_race","stop_date","stop_purpose","daily_num_stops","month","day","day_index","day_of_week","fri_sat","post_policy","dangerous_days","race","day_counter","dangerous_days2","date2","stop_purpose2"
"Black","2005-12-07","Violation Observed",295,"12",7,341,"Wednesday","Another day",0,"Other day","Black",340,NA,2005-12-07,"Violation Observed"
"Black","2005-12-08","Radar Triggered",88,"12",8,342,"Thursday","Another day",0,"Other day","Black",341,NA,2005-12-08,"Radar Triggered"
"Black","2005-12-08","Violation Observed",170,"12",8,342,"Thursday","Another day",0,"Other day","Black",341,NA,2005-12-08,"Violation Observed"
"Black","2005-12-09","Radar Triggered",155,"12",9,343,"Friday","Friday or Saturday",1,"Other day","Black",342,NA,2005-12-09,"Radar Triggered"
"Black","2005-12-09","Violation Observed",367,"12",9,343,"Friday","Friday or Saturday",1,"Other day","Black",342,NA,2005-12-09,"Violation Observed"
"Black","2005-12-10","Radar Triggered",153,"12",10,344,"Saturday","Friday or Saturday",1,"Other day","Black",343,NA,2005-12-10,"Radar Triggered"
"Black","2005-12-10","Violation Observed",396,"12",10,344,"Saturday","Friday or Saturday",1,"Other day","Black",343,NA,2005-12-10,"Violation Observed"
"Black","2005-12-11","Radar Triggered",121,"12",11,345,"Sunday","Another day",1,"Other day","Black",344,NA,2005-12-11,"Radar Triggered"
"Black","2005-12-11","Violation Observed",276,"12",11,345,"Sunday","Another day",1,"Other day","Black",344,NA,2005-12-11,"Violation Observed"
"Black","2005-12-12","Radar Triggered",104,"12",12,346,"Monday","Another day",1,"Other day","Black",345,NA,2005-12-12,"Radar Triggered"
"Black","2005-12-12","Violation Observed",259,"12",12,346,"Monday","Another day",1,"Other day","Black",345,NA,2005-12-12,"Violation Observed"
"Black","2005-12-13","Radar Triggered",103,"12",13,347,"Tuesday","Another day",1,"Other day","Black",346,NA,2005-12-13,"Radar Triggered"
"Black","2005-12-13","Violation Observed",295,"12",13,347,"Tuesday","Another day",1,"Other day","Black",346,NA,2005-12-13,"Violation Observed"
"Black","2005-12-14","Radar Triggered",108,"12",14,348,"Wednesday","Another day",1,"Other day","Black",347,NA,2005-12-14,"Radar Triggered"
"Black","2005-12-14","Violation Observed",229,"12",14,348,"Wednesday","Another day",1,"Other day","Black",347,NA,2005-12-14,"Violation Observed"
"Black","2005-12-15","Radar Triggered",23,"12",15,349,"Thursday","Another day",1,"Other day","Black",348,NA,2005-12-15,"Radar Triggered"
"Black","2005-12-15","Violation Observed",113,"12",15,349,"Thursday","Another day",1,"Other day","Black",348,NA,2005-12-15,"Violation Observed"
"Black","2005-12-16","Radar Triggered",141,"12",16,350,"Friday","Friday or Saturday",1,"Other day","Black",349,NA,2005-12-16,"Radar Triggered"
"Black","2005-12-16","Violation Observed",368,"12",16,350,"Friday","Friday or Saturday",1,"Other day","Black",349,NA,2005-12-16,"Violation Observed"
"Black","2005-12-17","Radar Triggered",165,"12",17,351,"Saturday","Friday or Saturday",1,"Other day","Black",350,NA,2005-12-17,"Radar Triggered"
"Black","2005-12-17","Violation Observed",389,"12",17,351,"Saturday","Friday or Saturday",1,"Other day","Black",350,NA,2005-12-17,"Violation Observed"
"Black","2005-12-18","Radar Triggered",112,"12",18,352,"Sunday","Another day",1,"Other day","Black",351,NA,2005-12-18,"Radar Triggered"
"Black","2005-12-18","Violation Observed",309,"12",18,352,"Sunday","Another day",1,"Other day","Black",351,NA,2005-12-18,"Violation Observed"
"Black","2005-12-19","Radar Triggered",121,"12",19,353,"Monday","Another day",1,"Other day","Black",352,NA,2005-12-19,"Radar Triggered"
"Black","2005-12-19","Violation Observed",379,"12",19,353,"Monday","Another day",1,"Other day","Black",352,NA,2005-12-19,"Violation Observed"
"Black","2005-12-20","Radar Triggered",174,"12",20,354,"Tuesday","Another day",1,"Other day","Black",353,NA,2005-12-20,"Radar Triggered"
"Black","2005-12-20","Violation Observed",383,"12",20,354,"Tuesday","Another day",1,"Other day","Black",353,NA,2005-12-20,"Violation Observed"
"Black","2005-12-21","Radar Triggered",156,"12",21,355,"Wednesday","Another day",1,"Other day","Black",354,NA,2005-12-21,"Radar Triggered"
"Black","2005-12-21","Violation Observed",457,"12",21,355,"Wednesday","Another day",1,"Other day","Black",354,NA,2005-12-21,"Violation Observed"
"Black","2005-12-22","Radar Triggered",143,"12",22,356,"Thursday","Another day",1,"Other day","Black",355,NA,2005-12-22,"Radar Triggered"
"Black","2005-12-22","Violation Observed",469,"12",22,356,"Thursday","Another day",1,"Other day","Black",355,NA,2005-12-22,"Violation Observed"
"Black","2005-12-23","Radar Triggered",235,"12",23,357,"Friday","Friday or Saturday",1,"Other day","Black",356,NA,2005-12-23,"Radar Triggered"
"Black","2005-12-23","Violation Observed",562,"12",23,357,"Friday","Friday or Saturday",1,"Other day","Black",356,NA,2005-12-23,"Violation Observed"
"Black","2005-12-24","Radar Triggered",166,"12",24,358,"Saturday","Friday or Saturday",1,"Other day","Black",357,NA,2005-12-24,"Radar Triggered"
"Black","2005-12-24","Violation Observed",349,"12",24,358,"Saturday","Friday or Saturday",1,"Other day","Black",357,NA,2005-12-24,"Violation Observed"
"Black","2005-12-25","Radar Triggered",60,"12",25,359,"Sunday","Another day",1,"Other day","Black",358,NA,2005-12-25,"Radar Triggered"
"Black","2005-12-25","Violation Observed",126,"12",25,359,"Sunday","Another day",1,"Other day","Black",358,NA,2005-12-25,"Violation Observed"
"Black","2005-12-26","Radar Triggered",195,"12",26,360,"Monday","Another day",1,"Other day","Black",359,NA,2005-12-26,"Radar Triggered"
"Black","2005-12-26","Violation Observed",540,"12",26,360,"Monday","Another day",1,"Other day","Black",359,NA,2005-12-26,"Violation Observed"
"Black","2005-12-27","Radar Triggered",154,"12",27,361,"Tuesday","Another day",1,"Other day","Black",360,NA,2005-12-27,"Radar Triggered"
"Black","2005-12-27","Violation Observed",411,"12",27,361,"Tuesday","Another day",1,"Other day","Black",360,NA,2005-12-27,"Violation Observed"
"Black","2005-12-28","Radar Triggered",88,"12",28,362,"Wednesday","Another day",1,"Other day","Black",361,NA,2005-12-28,"Radar Triggered"
"Black","2005-12-28","Violation Observed",231,"12",28,362,"Wednesday","Another day",1,"Other day","Black",361,NA,2005-12-28,"Violation Observed"
"Black","2005-12-29","Radar Triggered",88,"12",29,363,"Thursday","Another day",1,"Other day","Black",362,NA,2005-12-29,"Radar Triggered"
"Black","2005-12-29","Violation Observed",284,"12",29,363,"Thursday","Another day",1,"Other day","Black",362,NA,2005-12-29,"Violation Observed"
"Black","2005-12-30","Radar Triggered",216,"12",30,364,"Friday","Friday or Saturday",1,"Other day","Black",363,NA,2005-12-30,"Radar Triggered"
"Black","2005-12-30","Violation Observed",670,"12",30,364,"Friday","Friday or Saturday",1,"Other day","Black",363,NA,2005-12-30,"Violation Observed"
"Black","2005-12-31","Radar Triggered",311,"12",31,365,"Saturday","Friday or Saturday",1,"New Year's","Black",364,"New Year's",2005-12-31,"Radar Triggered"
"Black","2005-12-31","Violation Observed",935,"12",31,365,"Saturday","Friday or Saturday",1,"New Year's","Black",364,"New Year's",2005-12-31,"Violation Observed"
"Black","2006-01-01","Radar Triggered",151,"1",1,1,"Sunday","Another day",1,"New Year's","Black",365,"New Year's",2006-01-01,"Radar Triggered"
"Black","2006-01-01","Violation Observed",569,"1",1,1,"Sunday","Another day",1,"New Year's","Black",365,"New Year's",2006-01-01,"Violation Observed"
"Black","2006-01-02","Radar Triggered",101,"1",2,2,"Monday","Another day",1,"Other day","Black",366,NA,2006-01-02,"Radar Triggered"
"Black","2006-01-02","Violation Observed",375,"1",2,2,"Monday","Another day",1,"Other day","Black",366,NA,2006-01-02,"Violation Observed"
"Black","2006-01-03","Radar Triggered",127,"1",3,3,"Tuesday","Another day",1,"Other day","Black",367,NA,2006-01-03,"Radar Triggered"
"Black","2006-01-03","Violation Observed",366,"1",3,3,"Tuesday","Another day",1,"Other day","Black",367,NA,2006-01-03,"Violation Observed"
"Black","2006-01-04","Radar Triggered",151,"1",4,4,"Wednesday","Another day",1,"Other day","Black",368,NA,2006-01-04,"Radar Triggered"
"Black","2006-01-04","Violation Observed",429,"1",4,4,"Wednesday","Another day",1,"Other day","Black",368,NA,2006-01-04,"Violation Observed"
"Black","2006-01-05","Radar Triggered",171,"1",5,5,"Thursday","Another day",1,"Other day","Black",369,NA,2006-01-05,"Radar Triggered"
"Black","2006-01-05","Violation Observed",448,"1",5,5,"Thursday","Another day",1,"Other day","Black",369,NA,2006-01-05,"Violation Observed"
"Black","2006-01-06","Radar Triggered",218,"1",6,6,"Friday","Friday or Saturday",1,"Other day","Black",370,NA,2006-01-06,"Radar Triggered"
"Black","2006-01-06","Violation Observed",647,"1",6,6,"Friday","Friday or Saturday",1,"Other day","Black",370,NA,2006-01-06,"Violation Observed"
"Black","2006-01-07","Radar Triggered",219,"1",7,7,"Saturday","Friday or Saturday",1,"Other day","Black",371,NA,2006-01-07,"Radar Triggered"
"Black","2006-01-07","Violation Observed",633,"1",7,7,"Saturday","Friday or Saturday",1,"Other day","Black",371,NA,2006-01-07,"Violation Observed"
"Black","2006-01-08","Radar Triggered",166,"1",8,8,"Sunday","Another day",1,"Other day","Black",372,NA,2006-01-08,"Radar Triggered"
"Black","2006-01-08","Violation Observed",392,"1",8,8,"Sunday","Another day",1,"Other day","Black",372,NA,2006-01-08,"Violation Observed"
"Black","2006-01-09","Radar Triggered",125,"1",9,9,"Monday","Another day",1,"Other day","Black",373,NA,2006-01-09,"Radar Triggered"
"Black","2006-01-09","Violation Observed",400,"1",9,9,"Monday","Another day",1,"Other day","Black",373,NA,2006-01-09,"Violation Observed"
"Black","2006-01-10","Radar Triggered",107,"1",10,10,"Tuesday","Another day",1,"Other day","Black",374,NA,2006-01-10,"Radar Triggered"
"Black","2006-01-10","Violation Observed",384,"1",10,10,"Tuesday","Another day",1,"Other day","Black",374,NA,2006-01-10,"Violation Observed"
"Black","2006-01-11","Radar Triggered",111,"1",11,11,"Wednesday","Another day",1,"Other day","Black",375,NA,2006-01-11,"Radar Triggered"
"Black","2006-01-11","Violation Observed",330,"1",11,11,"Wednesday","Another day",1,"Other day","Black",375,NA,2006-01-11,"Violation Observed"
"Black","2006-01-12","Radar Triggered",93,"1",12,12,"Thursday","Another day",1,"Other day","Black",376,NA,2006-01-12,"Radar Triggered"
"Black","2006-01-12","Violation Observed",382,"1",12,12,"Thursday","Another day",1,"Other day","Black",376,NA,2006-01-12,"Violation Observed"
"Black","2006-01-13","Radar Triggered",159,"1",13,13,"Friday","Friday or Saturday",1,"Other day","Black",377,NA,2006-01-13,"Radar Triggered"
"Black","2006-01-13","Violation Observed",446,"1",13,13,"Friday","Friday or Saturday",1,"Other day","Black",377,NA,2006-01-13,"Violation Observed"
"Black","2006-01-14","Radar Triggered",265,"1",14,14,"Saturday","Friday or Saturday",1,"Other day","Black",378,NA,2006-01-14,"Radar Triggered"
"Black","2006-01-14","Violation Observed",661,"1",14,14,"Saturday","Friday or Saturday",1,"Other day","Black",378,NA,2006-01-14,"Violation Observed"
"Black","2006-01-15","Radar Triggered",208,"1",15,15,"Sunday","Another day",1,"Other day","Black",379,NA,2006-01-15,"Radar Triggered"
"Black","2006-01-15","Violation Observed",479,"1",15,15,"Sunday","Another day",1,"Other day","Black",379,NA,2006-01-15,"Violation Observed"
"Black","2006-01-16","Radar Triggered",134,"1",16,16,"Monday","Another day",1,"Other day","Black",380,NA,2006-01-16,"Radar Triggered"
"Black","2006-01-16","Violation Observed",451,"1",16,16,"Monday","Another day",1,"Other day","Black",380,NA,2006-01-16,"Violation Observed"
"Black","2006-01-17","Radar Triggered",91,"1",17,17,"Tuesday","Another day",1,"Other day","Black",381,NA,2006-01-17,"Radar Triggered"
"Black","2006-01-17","Violation Observed",265,"1",17,17,"Tuesday","Another day",1,"Other day","Black",381,NA,2006-01-17,"Violation Observed"
"Black","2006-01-18","Radar Triggered",137,"1",18,18,"Wednesday","Another day",1,"Other day","Black",382,NA,2006-01-18,"Radar Triggered"
"Black","2006-01-18","Violation Observed",453,"1",18,18,"Wednesday","Another day",1,"Other day","Black",382,NA,2006-01-18,"Violation Observed"
"Black","2006-01-19","Radar Triggered",166,"1",19,19,"Thursday","Another day",1,"Other day","Black",383,NA,2006-01-19,"Radar Triggered"
"Black","2006-01-19","Violation Observed",525,"1",19,19,"Thursday","Another day",1,"Other day","Black",383,NA,2006-01-19,"Violation Observed"
"Black","2006-01-20","Radar Triggered",244,"1",20,20,"Friday","Friday or Saturday",1,"Other day","Black",384,NA,2006-01-20,"Radar Triggered"
"Black","2006-01-20","Violation Observed",585,"1",20,20,"Friday","Friday or Saturday",1,"Other day","Black",384,NA,2006-01-20,"Violation Observed"
"Black","2006-01-21","Radar Triggered",174,"1",21,21,"Saturday","Friday or Saturday",1,"Other day","Black",385,NA,2006-01-21,"Radar Triggered"
"Black","2006-01-21","Violation Observed",535,"1",21,21,"Saturday","Friday or Saturday",1,"Other day","Black",385,NA,2006-01-21,"Violation Observed"
"Black","2006-01-22","Radar Triggered",129,"1",22,22,"Sunday","Another day",1,"Other day","Black",386,NA,2006-01-22,"Radar Triggered"
"Black","2006-01-22","Violation Observed",259,"1",22,22,"Sunday","Another day",1,"Other day","Black",386,NA,2006-01-22,"Violation Observed"
"Black","2006-01-23","Radar Triggered",78,"1",23,23,"Monday","Another day",1,"Other day","Black",387,NA,2006-01-23,"Radar Triggered"
"Black","2006-01-23","Violation Observed",362,"1",23,23,"Monday","Another day",1,"Other day","Black",387,NA,2006-01-23,"Violation Observed"
"Black","2006-01-24","Radar Triggered",123,"1",24,24,"Tuesday","Another day",1,"Other day","Black",388,NA,2006-01-24,"Radar Triggered"
"Black","2006-01-24","Violation Observed",330,"1",24,24,"Tuesday","Another day",1,"Other day","Black",388,NA,2006-01-24,"Violation Observed"
"Black","2006-01-25","Radar Triggered",108,"1",25,25,"Wednesday","Another day",1,"Other day","Black",389,NA,2006-01-25,"Radar Triggered"
"Black","2006-01-25","Violation Observed",367,"1",25,25,"Wednesday","Another day",1,"Other day","Black",389,NA,2006-01-25,"Violation Observed"
"Black","2006-01-26","Radar Triggered",118,"1",26,26,"Thursday","Another day",1,"Other day","Black",390,NA,2006-01-26,"Radar Triggered"
"Black","2006-01-26","Violation Observed",341,"1",26,26,"Thursday","Another day",1,"Other day","Black",390,NA,2006-01-26,"Violation Observed"
"Black","2006-01-27","Radar Triggered",202,"1",27,27,"Friday","Friday or Saturday",1,"Other day","Black",391,NA,2006-01-27,"Radar Triggered"
"Black","2006-01-27","Violation Observed",547,"1",27,27,"Friday","Friday or Saturday",1,"Other day","Black",391,NA,2006-01-27,"Violation Observed"
"Black","2006-01-28","Radar Triggered",242,"1",28,28,"Saturday","Friday or Saturday",1,"Other day","Black",392,NA,2006-01-28,"Radar Triggered"
"Black","2006-01-28","Violation Observed",665,"1",28,28,"Saturday","Friday or Saturday",1,"Other day","Black",392,NA,2006-01-28,"Violation Observed"
"Black","2006-01-29","Radar Triggered",100,"1",29,29,"Sunday","Another day",1,"Other day","Black",393,NA,2006-01-29,"Radar Triggered"
"Black","2006-01-29","Violation Observed",316,"1",29,29,"Sunday","Another day",1,"Other day","Black",393,NA,2006-01-29,"Violation Observed"
"Black","2006-01-30","Radar Triggered",140,"1",30,30,"Monday","Another day",1,"Other day","Black",394,NA,2006-01-30,"Radar Triggered"
"Black","2006-01-30","Violation Observed",336,"1",30,30,"Monday","Another day",1,"Other day","Black",394,NA,2006-01-30,"Violation Observed"
"Black","2006-01-31","Radar Triggered",87,"1",31,31,"Tuesday","Another day",1,"Other day","Black",395,NA,2006-01-31,"Radar Triggered"
"Black","2006-01-31","Violation Observed",231,"1",31,31,"Tuesday","Another day",1,"Other day","Black",395,NA,2006-01-31,"Violation Observed"
"Black","2006-02-01","Radar Triggered",177,"2",1,32,"Wednesday","Another day",1,"Other day","Black",396,NA,2006-02-01,"Radar Triggered"
"Black","2006-02-01","Violation Observed",495,"2",1,32,"Wednesday","Another day",1,"Other day","Black",396,NA,2006-02-01,"Violation Observed"
"Black","2006-02-02","Radar Triggered",109,"2",2,33,"Thursday","Another day",1,"Other day","Black",397,NA,2006-02-02,"Radar Triggered"
"Black","2006-02-02","Violation Observed",428,"2",2,33,"Thursday","Another day",1,"Other day","Black",397,NA,2006-02-02,"Violation Observed"
"Black","2006-02-03","Radar Triggered",184,"2",3,34,"Friday","Friday or Saturday",1,"Other day","Black",398,NA,2006-02-03,"Radar Triggered"
"Black","2006-02-03","Violation Observed",549,"2",3,34,"Friday","Friday or Saturday",1,"Other day","Black",398,NA,2006-02-03,"Violation Observed"
"Black","2006-02-04","Radar Triggered",206,"2",4,35,"Saturday","Friday or Saturday",1,"Other day","Black",399,NA,2006-02-04,"Radar Triggered"
"Black","2006-02-04","Violation Observed",486,"2",4,35,"Saturday","Friday or Saturday",1,"Other day","Black",399,NA,2006-02-04,"Violation Observed"
"Black","2006-02-05","Radar Triggered",172,"2",5,36,"Sunday","Another day",1,"Other day","Black",400,NA,2006-02-05,"Radar Triggered"
"Black","2006-02-05","Violation Observed",350,"2",5,36,"Sunday","Another day",1,"Other day","Black",400,NA,2006-02-05,"Violation Observed"
"Black","2006-02-06","Radar Triggered",141,"2",6,37,"Monday","Another day",1,"Other day","Black",401,NA,2006-02-06,"Radar Triggered"
"Black","2006-02-06","Violation Observed",433,"2",6,37,"Monday","Another day",1,"Other day","Black",401,NA,2006-02-06,"Violation Observed"
"Black","2006-02-07","Radar Triggered",117,"2",7,38,"Tuesday","Another day",1,"Other day","Black",402,NA,2006-02-07,"Radar Triggered"
"Black","2006-02-07","Violation Observed",370,"2",7,38,"Tuesday","Another day",1,"Other day","Black",402,NA,2006-02-07,"Violation Observed"
"Black","2006-02-08","Radar Triggered",119,"2",8,39,"Wednesday","Another day",1,"Other day","Black",403,NA,2006-02-08,"Radar Triggered"
"Black","2006-02-08","Violation Observed",433,"2",8,39,"Wednesday","Another day",1,"Other day","Black",403,NA,2006-02-08,"Violation Observed"
"Black","2006-02-09","Radar Triggered",126,"2",9,40,"Thursday","Another day",1,"Other day","Black",404,NA,2006-02-09,"Radar Triggered"
"Black","2006-02-09","Violation Observed",386,"2",9,40,"Thursday","Another day",1,"Other day","Black",404,NA,2006-02-09,"Violation Observed"
"Black","2006-02-10","Radar Triggered",237,"2",10,41,"Friday","Friday or Saturday",1,"Other day","Black",405,NA,2006-02-10,"Radar Triggered"
"Black","2006-02-10","Violation Observed",610,"2",10,41,"Friday","Friday or Saturday",1,"Other day","Black",405,NA,2006-02-10,"Violation Observed"
"Black","2006-02-11","Radar Triggered",169,"2",11,42,"Saturday","Friday or Saturday",1,"Other day","Black",406,NA,2006-02-11,"Radar Triggered"
"Black","2006-02-11","Violation Observed",431,"2",11,42,"Saturday","Friday or Saturday",1,"Other day","Black",406,NA,2006-02-11,"Violation Observed"
"Black","2006-02-12","Radar Triggered",223,"2",12,43,"Sunday","Another day",1,"Other day","Black",407,NA,2006-02-12,"Radar Triggered"
"Black","2006-02-12","Violation Observed",391,"2",12,43,"Sunday","Another day",1,"Other day","Black",407,NA,2006-02-12,"Violation Observed"
"Black","2006-02-13","Radar Triggered",144,"2",13,44,"Monday","Another day",1,"Other day","Black",408,NA,2006-02-13,"Radar Triggered"
"Black","2006-02-13","Violation Observed",315,"2",13,44,"Monday","Another day",1,"Other day","Black",408,NA,2006-02-13,"Violation Observed"
"Black","2006-02-14","Radar Triggered",152,"2",14,45,"Tuesday","Another day",1,"Other day","Black",409,NA,2006-02-14,"Radar Triggered"
"Black","2006-02-14","Violation Observed",323,"2",14,45,"Tuesday","Another day",1,"Other day","Black",409,NA,2006-02-14,"Violation Observed"
"Black","2006-02-15","Radar Triggered",145,"2",15,46,"Wednesday","Another day",1,"Other day","Black",410,NA,2006-02-15,"Radar Triggered"
"Black","2006-02-15","Violation Observed",365,"2",15,46,"Wednesday","Another day",1,"Other day","Black",410,NA,2006-02-15,"Violation Observed"
"Black","2006-02-16","Radar Triggered",117,"2",16,47,"Thursday","Another day",1,"Other day","Black",411,NA,2006-02-16,"Radar Triggered"
"Black","2006-02-16","Violation Observed",343,"2",16,47,"Thursday","Another day",1,"Other day","Black",411,NA,2006-02-16,"Violation Observed"
"Black","2006-02-17","Radar Triggered",154,"2",17,48,"Friday","Friday or Saturday",1,"Other day","Black",412,NA,2006-02-17,"Radar Triggered"
"Black","2006-02-17","Violation Observed",449,"2",17,48,"Friday","Friday or Saturday",1,"Other day","Black",412,NA,2006-02-17,"Violation Observed"
"Black","2006-02-18","Radar Triggered",181,"2",18,49,"Saturday","Friday or Saturday",1,"Other day","Black",413,NA,2006-02-18,"Radar Triggered"
"Black","2006-02-18","Violation Observed",422,"2",18,49,"Saturday","Friday or Saturday",1,"Other day","Black",413,NA,2006-02-18,"Violation Observed"
"Black","2006-02-19","Radar Triggered",173,"2",19,50,"Sunday","Another day",1,"Other day","Black",414,NA,2006-02-19,"Radar Triggered"
"Black","2006-02-19","Violation Observed",271,"2",19,50,"Sunday","Another day",1,"Other day","Black",414,NA,2006-02-19,"Violation Observed"
"Black","2006-02-20","Radar Triggered",121,"2",20,51,"Monday","Another day",1,"Other day","Black",415,NA,2006-02-20,"Radar Triggered"
"Black","2006-02-20","Violation Observed",300,"2",20,51,"Monday","Another day",1,"Other day","Black",415,NA,2006-02-20,"Violation Observed"
"Black","2006-02-21","Radar Triggered",129,"2",21,52,"Tuesday","Another day",1,"Other day","Black",416,NA,2006-02-21,"Radar Triggered"
"Black","2006-02-21","Violation Observed",297,"2",21,52,"Tuesday","Another day",1,"Other day","Black",416,NA,2006-02-21,"Violation Observed"
"Black","2006-02-22","Radar Triggered",57,"2",22,53,"Wednesday","Another day",1,"Other day","Black",417,NA,2006-02-22,"Radar Triggered"
"Black","2006-02-22","Violation Observed",268,"2",22,53,"Wednesday","Another day",1,"Other day","Black",417,NA,2006-02-22,"Violation Observed"
"Black","2006-02-23","Radar Triggered",91,"2",23,54,"Thursday","Another day",1,"Other day","Black",418,NA,2006-02-23,"Radar Triggered"
"Black","2006-02-23","Violation Observed",329,"2",23,54,"Thursday","Another day",1,"Other day","Black",418,NA,2006-02-23,"Violation Observed"
"Black","2006-02-24","Radar Triggered",221,"2",24,55,"Friday","Friday or Saturday",1,"Other day","Black",419,NA,2006-02-24,"Radar Triggered"
"Black","2006-02-24","Violation Observed",486,"2",24,55,"Friday","Friday or Saturday",1,"Other day","Black",419,NA,2006-02-24,"Violation Observed"
"Black","2006-02-25","Radar Triggered",131,"2",25,56,"Saturday","Friday or Saturday",1,"Other day","Black",420,NA,2006-02-25,"Radar Triggered"
"Black","2006-02-25","Violation Observed",300,"2",25,56,"Saturday","Friday or Saturday",1,"Other day","Black",420,NA,2006-02-25,"Violation Observed"
"Black","2006-02-26","Radar Triggered",196,"2",26,57,"Sunday","Another day",1,"Other day","Black",421,NA,2006-02-26,"Radar Triggered"
"Black","2006-02-26","Violation Observed",376,"2",26,57,"Sunday","Another day",1,"Other day","Black",421,NA,2006-02-26,"Violation Observed"
"Black","2006-02-27","Radar Triggered",111,"2",27,58,"Monday","Another day",1,"Other day","Black",422,NA,2006-02-27,"Radar Triggered"
"Black","2006-02-27","Violation Observed",345,"2",27,58,"Monday","Another day",1,"Other day","Black",422,NA,2006-02-27,"Violation Observed"
"Black","2006-02-28","Radar Triggered",99,"2",28,59,"Tuesday","Another day",1,"Other day","Black",423,NA,2006-02-28,"Radar Triggered"
"Black","2006-02-28","Violation Observed",311,"2",28,59,"Tuesday","Another day",1,"Other day","Black",423,NA,2006-02-28,"Violation Observed"
"Black","2006-03-01","Radar Triggered",149,"3",1,60,"Wednesday","Another day",1,"Other day","Black",424,NA,2006-03-01,"Radar Triggered"
"Black","2006-03-01","Violation Observed",432,"3",1,60,"Wednesday","Another day",1,"Other day","Black",424,NA,2006-03-01,"Violation Observed"
"Black","2006-03-02","Radar Triggered",140,"3",2,61,"Thursday","Another day",1,"Other day","Black",425,NA,2006-03-02,"Radar Triggered"
"Black","2006-03-02","Violation Observed",433,"3",2,61,"Thursday","Another day",1,"Other day","Black",425,NA,2006-03-02,"Violation Observed"
"Black","2006-03-03","Radar Triggered",235,"3",3,62,"Friday","Friday or Saturday",1,"Other day","Black",426,NA,2006-03-03,"Radar Triggered"
"Black","2006-03-03","Violation Observed",579,"3",3,62,"Friday","Friday or Saturday",1,"Other day","Black",426,NA,2006-03-03,"Violation Observed"
"Black","2006-03-04","Radar Triggered",211,"3",4,63,"Saturday","Friday or Saturday",1,"Other day","Black",427,NA,2006-03-04,"Radar Triggered"
"Black","2006-03-04","Violation Observed",568,"3",4,63,"Saturday","Friday or Saturday",1,"Other day","Black",427,NA,2006-03-04,"Violation Observed"
"Black","2006-03-05","Radar Triggered",135,"3",5,64,"Sunday","Another day",1,"Other day","Black",428,NA,2006-03-05,"Radar Triggered"
"Black","2006-03-05","Violation Observed",310,"3",5,64,"Sunday","Another day",1,"Other day","Black",428,NA,2006-03-05,"Violation Observed"
"Black","2006-03-06","Radar Triggered",164,"3",6,65,"Monday","Another day",1,"Other day","Black",429,NA,2006-03-06,"Radar Triggered"
"Black","2006-03-06","Violation Observed",453,"3",6,65,"Monday","Another day",1,"Other day","Black",429,NA,2006-03-06,"Violation Observed"
"Black","2006-03-07","Radar Triggered",136,"3",7,66,"Tuesday","Another day",1,"Other day","Black",430,NA,2006-03-07,"Radar Triggered"
"Black","2006-03-07","Violation Observed",353,"3",7,66,"Tuesday","Another day",1,"Other day","Black",430,NA,2006-03-07,"Violation Observed"
"Black","2006-03-08","Radar Triggered",123,"3",8,67,"Wednesday","Another day",1,"Other day","Black",431,NA,2006-03-08,"Radar Triggered"
"Black","2006-03-08","Violation Observed",404,"3",8,67,"Wednesday","Another day",1,"Other day","Black",431,NA,2006-03-08,"Violation Observed"
"Black","2006-03-09","Radar Triggered",106,"3",9,68,"Thursday","Another day",1,"Other day","Black",432,NA,2006-03-09,"Radar Triggered"
"Black","2006-03-09","Violation Observed",368,"3",9,68,"Thursday","Another day",1,"Other day","Black",432,NA,2006-03-09,"Violation Observed"
"Black","2006-03-10","Radar Triggered",213,"3",10,69,"Friday","Friday or Saturday",1,"Other day","Black",433,NA,2006-03-10,"Radar Triggered"
"Black","2006-03-10","Violation Observed",655,"3",10,69,"Friday","Friday or Saturday",1,"Other day","Black",433,NA,2006-03-10,"Violation Observed"
"Black","2006-03-11","Radar Triggered",205,"3",11,70,"Saturday","Friday or Saturday",1,"Other day","Black",434,NA,2006-03-11,"Radar Triggered"
"Black","2006-03-11","Violation Observed",607,"3",11,70,"Saturday","Friday or Saturday",1,"Other day","Black",434,NA,2006-03-11,"Violation Observed"
"Black","2006-03-12","Radar Triggered",155,"3",12,71,"Sunday","Another day",1,"Other day","Black",435,NA,2006-03-12,"Radar Triggered"
"Black","2006-03-12","Violation Observed",397,"3",12,71,"Sunday","Another day",1,"Other day","Black",435,NA,2006-03-12,"Violation Observed"
"Black","2006-03-13","Radar Triggered",136,"3",13,72,"Monday","Another day",1,"Other day","Black",436,NA,2006-03-13,"Radar Triggered"
"Black","2006-03-13","Violation Observed",346,"3",13,72,"Monday","Another day",1,"Other day","Black",436,NA,2006-03-13,"Violation Observed"
"Black","2006-03-14","Radar Triggered",141,"3",14,73,"Tuesday","Another day",1,"Other day","Black",437,NA,2006-03-14,"Radar Triggered"
"Black","2006-03-14","Violation Observed",360,"3",14,73,"Tuesday","Another day",1,"Other day","Black",437,NA,2006-03-14,"Violation Observed"
"Black","2006-03-15","Radar Triggered",139,"3",15,74,"Wednesday","Another day",1,"Other day","Black",438,NA,2006-03-15,"Radar Triggered"
"Black","2006-03-15","Violation Observed",436,"3",15,74,"Wednesday","Another day",1,"Other day","Black",438,NA,2006-03-15,"Violation Observed"
